video_id,split
0,train
1,test
2,train
3,train
4,train
5,val
6,train
7,train
8,train
9,train
10,train
11,train
12,train
13,train
14,train
15,test
16,test
17,test
18,train
19,test
20,train
21,train
22,train
23,train
24,val
25,test
26,train
27,train
28,train
29,train
30,train
31,train
32,train
33,test
34,train
35,train
36,train
37,train
38,train
39,train
40,train
41,train
42,val
43,train
44,train
45,train
46,train
47,train
48,test
49,train
50,train
51,train
52,train
53,train
54,val
55,train
56,train
57,test
58,train
59,train
60,val
61,train
62,train
63,train
64,train
65,test
66,train
67,train
68,train
69,train
70,train
71,train
72,train
73,train
74,train
75,train
76,train
77,train
78,val
79,train
80,train
81,train
82,train
83,train
84,train
85,train
86,test
87,train
88,train
89,train
90,train
91,train
92,train
93,train
94,train
95,train
96,train
97,train
98,train
99,train
100,train
101,train
102,val
103,train
104,train
105,train
106,train
107,val
108,train
109,test
110,train
111,train
112,train
113,train
114,train
115,train
116,train
117,test
118,train
119,train
120,train
121,train
122,train
123,train
124,train
125,train
126,train
127,train
128,train
129,train
130,val
131,test
132,val
133,train
134,train
135,train
136,train
137,test
138,train
139,train
140,train
141,train
142,train
143,train
144,train
145,train
146,train
147,train
148,val
149,train
150,train
151,train
152,train
153,train
154,test
155,train
156,train
157,train
158,train
159,train
160,train
161,train
162,train
163,test
164,train
165,val
166,train
167,train
168,val
169,train
170,train
171,train
172,train
173,train
174,train
175,train
176,val
177,train
178,train
179,test
180,train
181,train
182,train
183,train
184,train
185,train
186,test
187,train
188,train
189,val
190,train
191,train
192,train
193,train
194,train
195,train
196,train
197,val
198,test
199,train
200,train
201,train
202,train
203,train
204,train
205,train
206,train
207,test
208,train
209,train
210,train
211,train
212,val
213,train
214,train
215,train
216,train
217,train
218,train
219,val
220,val
221,train
222,train
223,train
224,train
225,train
226,train
227,val
228,train
229,train
230,val
231,test
232,train
233,train
234,train
235,train
236,train
237,train
238,train
239,train
240,train
241,train
242,train
243,test
244,train
245,train
246,test
247,train
248,train
249,train
250,train
251,test
252,train
253,val
254,train
255,train
256,train
257,val
258,val
259,train
260,train
261,train
262,test
263,test
264,train
265,train
266,train
267,train
268,train
269,val
270,train
271,train
272,train
273,train
274,train
275,val
276,train
277,train
278,train
279,train
280,train
281,train
282,train
283,train
284,train
285,train
286,train
287,val
288,val
289,train
290,train
291,test
292,test
293,train
294,train
295,train
296,train
297,train
298,train
299,train
300,train
301,train
302,train
303,train
304,train
305,train
306,train
307,train
308,train
309,train
310,train
311,train
312,test
313,train
314,train
315,train
316,train
317,train
318,train
319,train
320,train
321,val
322,train
323,train
324,train
325,train
326,val
327,train
328,train
329,train
330,test
331,train
332,train
333,val
334,train
335,train
336,train
337,train
338,train
339,train
340,train
341,train
342,train
343,val
344,train
345,val
346,train
347,train
348,train
349,train
350,train
351,train
352,train
353,train
354,train
355,train
356,val
357,train
358,test
359,train
360,train
361,test
362,test
363,test
364,train
365,train
366,train
367,test
368,val
369,train
370,train
371,train
372,val
373,train
374,train
375,train
376,train
377,test
378,train
379,train
380,test
381,test
382,train
383,train
384,test
385,train
386,val
387,train
388,train
389,train
390,train
391,train
392,train
393,train
394,val
395,test
396,train
397,train
398,train
399,val
400,train
401,train
402,train
403,train
404,train
405,train
406,train
407,train
408,train
409,train
410,train
411,train
412,train
413,train
414,train
415,train
416,train
417,val
418,train
419,train
420,train
421,train
422,train
423,train
424,train
425,val
426,train
427,train
428,train
429,train
430,test
431,train
432,train
433,test
434,train
435,train
436,train
437,val
438,val
439,train
440,train
441,train
442,val
443,train
444,train
445,train
446,train
447,train
448,train
449,train
450,train
451,val
452,test
453,train
454,train
455,train
456,train
457,train
458,test
459,train
460,train
461,val
462,train
463,train
464,test
465,train
466,train
467,train
468,train
469,train
470,train
471,train
472,train
473,train
474,train
475,train
476,train
477,train
478,train
479,train
480,val
481,train
482,train
483,train
484,train
485,val
486,train
487,train
488,train
489,train
490,train
491,val
492,val
493,train
494,train
495,val
496,train
497,train
498,test
499,train
500,train
501,test
502,train
503,train
504,train
505,train
506,train
507,train
508,train
509,test
510,train
511,train
512,train
513,train
514,test
515,train
516,train
517,val
518,train
519,test
520,train
521,val
522,train
523,train
524,train
525,train
526,train
527,train
528,train
529,train
530,train
531,train
532,train
533,train
534,train
535,train
536,train
537,val
538,test
539,train
540,train
541,train
542,train
543,train
544,train
545,train
546,test
547,train
548,train
549,train
550,train
551,train
552,train
553,train
554,train
555,val
556,test
557,train
558,train
559,train
560,train
561,train
562,train
563,train
564,train
565,train
566,train
567,train
568,train
569,train
570,train
571,test
572,train
573,train
574,test
575,train
576,train
577,train
578,train
579,train
580,train
581,val
582,train
583,train
584,test
585,train
586,train
587,test
588,train
589,train
590,train
591,train
592,train
593,train
594,train
595,train
596,test
597,train
598,train
599,test
600,train
601,train
602,train
603,train
604,test
605,val
606,train
607,train
608,train
609,train
610,val
611,train
612,val
613,train
614,train
615,train
616,train
617,train
618,train
619,train
620,train
621,train
622,train
623,train
624,train
625,train
626,train
627,val
628,train
629,train
630,train
631,train
632,train
633,train
634,train
635,train
636,train
637,test
638,train
639,train
640,test
641,train
642,train
643,train
644,train
645,train
646,train
647,train
648,val
649,train
650,train
651,train
652,train
653,train
654,test
655,train
656,train
657,train
658,train
659,val
660,test
661,train
662,train
663,val
664,train
665,train
666,train
667,train
668,train
669,train
670,train
671,train
672,train
673,train
674,train
675,train
676,train
677,train
678,val
679,train
680,train
681,train
682,train
683,train
684,train
685,train
686,train
687,train
688,train
689,train
690,train
691,train
692,train
693,train
694,train
695,val
696,val
697,train
698,train
699,train
700,test
701,train
702,val
703,val
704,train
705,train
706,train
707,test
708,train
709,train
710,train
711,train
712,train
713,train
714,test
715,val
716,val
717,train
718,train
719,val
720,train
721,train
722,train
723,train
724,train
725,train
726,train
727,train
728,train
729,train
730,train
731,train
732,train
733,train
734,train
735,train
736,val
737,test
738,test
739,val
740,val
741,train
742,train
743,val
744,train
745,train
746,train
747,train
748,train
749,test
750,train
751,train
752,train
753,train
754,train
755,val
756,train
757,val
758,test
759,test
760,train
761,train
762,val
763,train
764,train
765,train
766,train
767,train
768,train
769,val
770,train
771,val
772,val
773,train
774,val
775,train
776,train
777,train
778,train
779,train
780,train
781,test
782,val
783,train
784,train
785,test
786,train
787,train
788,train
789,train
790,test
791,val
792,train
793,val
794,train
795,train
796,test
797,train
798,val
799,train
800,train
801,train
802,val
803,train
804,val
805,val
806,train
807,train
808,train
809,val
810,test
811,train
812,train
813,train
