video_id,split
1,train
2,test
3,train
4,test
5,train
6,train
7,train
8,train
9,train
10,train
11,train
12,test
13,train
14,train
15,train
16,train
17,train
18,train
19,val
20,train
21,train
22,train
23,train
24,train
25,train
26,train
27,train
28,train
29,train
30,val
31,train
32,val
33,train
34,test
35,train
36,train
37,train
38,train
39,train
40,train
41,train
42,train
43,train
44,train
45,train
46,test
47,val
48,train
49,val
50,test
51,train
52,val
53,train
54,train
55,test
56,train
57,train
58,train
59,train
60,train
61,train
62,train
63,train
64,train
65,test
66,val
67,train
68,train
69,train
70,test
71,train
72,train
73,train
74,val
75,train
76,train
77,train
78,train
79,train
80,train
81,train
82,train
83,val
84,train
85,train
86,train
87,train
88,train
89,train
90,train
91,train
92,train
93,train
94,train
95,train
96,train
97,test
98,train
99,val
100,train
101,train
102,test
103,train
104,train
105,train
106,val
107,val
108,train
109,train
110,val
111,val
112,test
113,train
114,train
115,train
116,test
117,train
118,train
119,train
120,train
121,train
122,val
123,train
124,train
125,test
126,val
127,train
128,train
129,train
130,train
131,train
132,train
133,train
134,train
135,train
136,train
137,train
138,train
139,train
140,test
141,train
142,test
143,train
144,train
145,val
146,train
147,train
148,train
149,test
150,train
151,train
152,val
153,train
154,train
155,train
156,train
157,test
158,train
159,train
160,train
161,train
162,train
163,val
164,train
165,train
166,train
167,train
168,test
169,test
170,val
171,train
172,train
173,train
174,train
175,train
176,val
177,test
178,train
179,test
180,val
181,train
182,train
183,train
184,train
185,train
186,test
187,train
188,train
189,train
190,train
191,train
192,train
193,train
194,train
195,val
196,train
197,test
198,train
199,train
200,train
201,train
202,train
203,val
204,train
205,train
206,train
207,train
208,train
209,train
210,train
211,train
212,train
213,train
214,train
215,test
216,train
217,train
218,train
219,train
220,train
221,test
222,val
223,train
224,val
225,test
226,train
227,train
228,train
229,train
230,train
231,train
232,train
233,val
234,train
235,train
236,train
237,val
238,test
239,test
240,train
241,train
242,train
243,train
244,train
245,train
246,train
247,train
248,test
249,train
250,train
251,train
252,val
253,train
254,train
255,val
256,train
257,train
258,train
259,train
260,train
261,train
262,train
263,train
264,train
265,train
266,train
267,val
268,train
269,train
270,train
271,test
272,train
273,train
274,train
275,val
276,train
277,val
278,train
279,train
280,train
281,train
282,train
283,train
284,train
285,val
286,train
287,train
288,train
289,test
290,train
291,train
292,test
293,train
294,train
295,train
296,train
297,train
298,train
299,train
300,train
301,train
302,train
303,train
304,test
305,test
306,train
307,test
308,train
309,train
310,train
311,train
312,train
313,train
314,train
315,train
316,train
317,train
318,train
319,train
320,train
321,val
322,train
323,train
324,train
325,train
326,train
327,train
328,train
329,train
330,train
331,train
332,train
333,val
334,test
335,train
336,test
337,train
338,test
339,train
340,train
341,train
342,train
343,train
344,train
345,train
346,train
347,train
348,train
349,train
350,train
351,train
352,test
353,train
354,train
355,val
356,test
357,train
358,train
359,train
360,train
361,val
362,train
363,train
364,train
365,train
366,train
367,val
368,train
369,train
370,train
